track_id,genre,filepath,track_title,artist_name,album_title,duration_seconds,date_created,best_d,best_p,best_q,best_aic
57439,Pop,data/fma_small/057/057439.mp3,Patti's Town by Decade in Exile,Decade in Exile,Decade in Exile,260,2011-12-10 21:23:42,1,5,4,-7820.878899647943
32335,Pop,data/fma_small/032/032335.mp3,Legs on a Wine Glass,Plushgoolash,Chin09: Plushgoolash,134,2010-07-05 07:50:56,0,5,4,-9730.992495269998
153956,Pop,data/fma_small/153/153956.mp3,Border Collie,We Is Shore Dedicated,Rainbo Donuts,298,2017-02-28 00:50:32,0,4,4,-8188.607788927704
61670,Pop,data/fma_small/061/061670.mp3,Japan Punk,Gosprom,netBloc Vol. 37: FIVE,201,2012-03-02 09:48:05,0,4,4,-9418.183501968491
109975,Pop,data/fma_small/109/109975.mp3,City Silk,Phemale,City Silk,305,2014-10-20 00:42:18,0,4,5,-7503.86188302825
149103,Pop,data/fma_small/149/149103.mp3,Explosions,Coco Morier,"Live at WFMU for Sophisticated Boom Boom with Sheila B, 7/22/2016",233,2017-01-06 19:48:39,0,2,3,-7057.279919231379
109976,Pop,data/fma_small/109/109976.mp3,1/1/2013,Phemale,City Silk,139,2014-10-20 00:42:36,0,3,5,-6617.23909865733
121590,Pop,data/fma_small/121/121590.mp3,Why You Gotta Lie,Kurt Baker,"Live on WFMU's Three Chord Monte with Joe Belock: June 15, 2015",153,2015-06-18 15:43:26,0,4,5,-7066.434501284644
27805,Pop,data/fma_small/027/027805.mp3,Both Eyes Closed (ft. Panu Moon),State Shirt,Secret Mixter Selections March 2010,295,2010-04-01 11:33:30,0,4,5,-9036.23687553886
51268,Pop,data/fma_small/051/051268.mp3,In The Sun,Lisbonne,a tribute to club tropicana vol. 2,156,2011-07-22 12:11:00,0,1,5,-10832.138081812438
45128,Pop,data/fma_small/045/045128.mp3,HHHHOTEL,Phemale,A SPIDER'S WEB,238,2011-03-09 18:54:53,0,1,5,-7523.359671222938
122804,Pop,data/fma_small/122/122804.mp3,smelliest,The Carnys,Stranger in the Ringer,121,2015-07-19 23:32:45,0,5,4,-6649.091208710287
30488,Pop,data/fma_small/030/030488.mp3,that face you wear,Amil Byleckie,Delirious,215,2010-05-22 08:50:44,0,4,3,-6285.87111051948
149102,Pop,data/fma_small/149/149102.mp3,Dreamer,Coco Morier,"Live at WFMU for Sophisticated Boom Boom with Sheila B, 7/22/2016",189,2017-01-06 19:48:38,1,4,4,-7170.43459566197
124474,Pop,data/fma_small/124/124474.mp3,Funny Ways,Attic Ted,Hemogoblin,169,2015-09-04 16:14:11,0,3,3,-7474.474333851197
62750,Pop,data/fma_small/062/062750.mp3,Roller-skate,Jahzzar,Wake Up,233,2012-03-26 12:57:42,0,2,4,-5646.575465196787
12376,Pop,data/fma_small/012/012376.mp3,"Good Morning, Bubblegum",The Harvey Girls,netBloc Vol. 16: Sweet Sixteen,237,2009-05-07 05:30:23,0,3,5,-8806.199533710253
153383,Pop,data/fma_small/153/153383.mp3,La Samba (en public),Trotski Nautique,Steppe By Steppe,156,2017-02-23 08:59:24,0,3,5,-5712.4211270882015
41381,Pop,data/fma_small/041/041381.mp3,CREEPEOPLE,Phemale,To the Rhythm of Life's Beat,246,2010-12-24 17:30:27,0,5,5,-9232.751258240052
148289,Pop,data/fma_small/148/148289.mp3,Luka Fisher,LoveyDove,"Live at WFMU on 100% Whatever with Mary Wing, 11/20/2016",172,2016-12-23 18:37:47,0,2,5,-8336.343671431358
67357,Pop,data/fma_small/067/067357.mp3,50 Gallon Drum,Pompey,"A Fifty Gallon Drum of Savage Customs, Fresh Flesh and Random Pop",251,2012-07-05 04:59:34,0,2,3,-6552.475805130387
61736,Pop,data/fma_small/061/061736.mp3,Margaritaville,Soft Serve,"Good Mood, Bad Mood",155,2012-03-05 04:00:12,0,3,4,-9542.972852521352
52039,Pop,data/fma_small/052/052039.mp3,Sea Woof,Poland,Sea Woof,172,2011-08-04 13:58:10,0,5,5,-8616.07076584173
46842,Pop,data/fma_small/046/046842.mp3,I Can't Without You,Monk Turner,Love Story,190,2011-04-16 00:38:11,0,3,5,-7626.00830766867
132778,Pop,data/fma_small/132/132778.mp3,Stuff,Gardenella,self titled cassette,181,2016-02-22 14:58:29,0,5,4,-8225.417666580286
67362,Pop,data/fma_small/067/067362.mp3,Compy,Design A Wave,"A Fifty Gallon Drum of Savage Customs, Fresh Flesh and Random Pop",316,2012-07-05 04:59:38,0,3,5,-7464.589004361651
21401,Pop,data/fma_small/021/021401.mp3,Did The Red Sea Part?,Ghost Bees,Spring,185,2009-11-28 16:22:48,0,3,3,-8924.624919624759
47895,Pop,data/fma_small/047/047895.mp3,Malta,Superhumanoids,Parasite Paradise,165,2011-05-17 15:33:58,0,5,4,-7376.369812108373
85426,Pop,data/fma_small/085/085426.mp3,Watch Her Fly,Orange Peels,"Live on WFMU's Three Chord Monte with Joe Belock - June 4, 2013",189,2013-06-06 14:20:44,0,4,5,-6754.0381608607695
55289,Pop,data/fma_small/055/055289.mp3,H.E.A.T,The Kyoto Connection,No Headphones Required,295,2011-10-25 14:22:45,1,2,4,-8140.603726920211
132794,Pop,data/fma_small/132/132794.mp3,Youre so lonely,Gardenella,self titled cassette,214,2016-02-22 15:09:49,0,1,3,-8222.275087672562
70878,Pop,data/fma_small/070/070878.mp3,otter people,owlface,and still the ground is frozen,414,2012-10-11 04:36:45,0,5,5,-10682.104623881094
148606,Pop,data/fma_small/148/148606.mp3,My Deviance,Red Crickets,II,251,2016-12-31 07:16:27,0,3,5,-5932.926696409719
86119,Pop,data/fma_small/086/086119.mp3,And Now We Stand Against The Wall (Instrumental),Garmisch,And Now We Stand Against The Wall,426,2013-06-24 14:59:58,0,1,5,-6352.950249850464
29128,Pop,data/fma_small/029/029128.mp3,gymnosperm,Jim Morisson mon cul,jim morrison mon cul,124,2010-05-01 04:10:54,0,3,4,-5212.173438745342
55430,Pop,data/fma_small/055/055430.mp3,Groover,Bird Names,"Live at WFMU on Liz Berg's Show on October 3, 2011",183,2011-10-26 15:56:37,0,5,5,-8956.727731028028
88428,Pop,data/fma_small/088/088428.mp3,"Hey, Predator Drone",Human Resources,Oxyc Woody II,258,2013-08-08 17:40:47,0,5,5,-7788.930188885319
67330,Pop,data/fma_small/067/067330.mp3,Rutherford,Drama for Yamaha,Archipelago,209,2012-07-05 02:21:57,0,3,4,-6826.12756394397
127204,Pop,data/fma_small/127/127204.mp3,Chop Chop,Shwa Losben,Get to Know Shwa,175,2015-11-03 10:20:19,0,5,5,-7622.08300562331
138041,Pop,data/fma_small/138/138041.mp3,Lydia,Massage,Lydia EP,207,2016-05-27 09:14:37,0,3,4,-6415.438913880772
13197,Pop,data/fma_small/013/013197.mp3,Different Day,First,netBloc Vol. 11: The Raw and the Cooked,298,2009-05-19 08:54:33,1,3,3,-10593.43787801398
46839,Pop,data/fma_small/046/046839.mp3,"Get up, Do Your Thing",Monk Turner,Love Story,219,2011-04-16 00:38:06,1,3,4,-7190.012086803102
86116,Pop,data/fma_small/086/086116.mp3,And Now We Stand Against The Wall,Garmisch,And Now We Stand Against The Wall,426,2013-06-24 14:59:55,0,1,5,-6525.807682705278
57435,Pop,data/fma_small/057/057435.mp3,Way Beyond the Logic of Odds by Decade in Exile,Decade in Exile,Decade in Exile,319,2011-12-11 02:09:08,1,4,5,-7886.433202777014
64005,Pop,data/fma_small/064/064005.mp3,Giraffes,Gosprom,My Giraffes,224,2012-04-25 11:49:10,0,4,3,-7374.307469584694
83509,Pop,data/fma_small/083/083509.mp3,When The Sea Called Me Home,Julia Holter,"Live on WFMU's Dark Night of the Soul with Julie - April 25, 2013",145,2013-04-25 15:28:41,0,5,4,-7421.431135464862
52037,Pop,data/fma_small/052/052037.mp3,Alesser Whale,Poland,Sea Woof,62,2011-08-04 13:58:08,0,4,4,-6512.424537535527
126400,Pop,data/fma_small/126/126400.mp3,Terminally in Love With You,Shy Kids,Lofty !,242,2015-10-16 11:55:29,0,3,4,-8138.7306180974465
37324,Pop,data/fma_small/037/037324.mp3,Synecek (Little Son),Zuby Nehty,"Live on WFMU's Inner Ear Detour, Oct 1st 2010",155,2010-10-08 08:46:54,0,5,4,-6849.898366417879
21587,Pop,data/fma_small/021/021587.mp3,Polka Of Wrath,Santosh,The Book Of Moron,137,2009-11-30 17:04:36,0,2,3,-6853.5279744231575
94632,Pop,data/fma_small/094/094632.mp3,"Fêtes, rites et cérémonies : Ramadan Party",Mike Morton,Indonesia Travel Tour Guide,104,2013-11-24 07:30:57,0,3,5,-8760.610217405141
11722,Classical,data/fma_small/011/011722.mp3,"Beethoven - Piano Sonata nr.15 in D major op.28 ""Pastoral"" - IV. Rondo. Allegro ma non troppo",Karine Gilanyan,Beethoven's Sonata No. 15 in D Major,297,2009-04-30 08:58:51,1,5,5,-9569.204715703994
145207,Classical,data/fma_small/145/145207.mp3,2 - Andante,Philadelphia String Quartet,Becerra-Schmidt: Cuarto Cuarteto Para Cuerdas,272,2016-10-19 17:47:04,1,4,3,-13655.077875607634
19333,Classical,data/fma_small/019/019333.mp3,Veloma,Fabrizio Paterlini,Viandanze (EP),176,2009-10-01 01:56:39,0,3,5,-11329.434796000574
58754,Classical,data/fma_small/058/058754.mp3,BWV 538: Toccata and Fugue in D Minor - 1. Toccata,James Kibbie,"Bach Organ Works: Fantasias and Fugues, Toccatas and Fugues",301,2012-01-11 15:54:34,0,3,5,-12519.118346568579
26469,Classical,data/fma_small/026/026469.mp3,Méditation from Thaïs,"Nicola Benedetti, violin; Julien Quentin, piano","Nicola Benedetti & Julien Quentin: Music from the Isabella Stewart Gardner Museum, Boston",316,2010-03-01 13:23:30,0,2,5,-13822.433164080316
148650,Classical,data/fma_small/148/148650.mp3,Duplex iii,Gavin Gamboa,Modus Futurus Posterus Machina,355,2016-12-31 09:08:34,1,2,4,-10595.373499518628
52737,Classical,data/fma_small/052/052737.mp3,"Language, as a music: II. Argument",Benjamin Boretz,"Language, as a music: II. Argument",407,2011-08-19 15:13:04,1,5,5,-11642.520473138644
65654,Classical,data/fma_small/065/065654.mp3,Variatio 28 a 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,146,2012-05-29 17:07:02,0,5,5,-10114.70919556874
59053,Classical,data/fma_small/059/059053.mp3,"BWV 1114: Herr Jesu Christ, du höchstes Gut",James Kibbie,Bach Organ Works: Neumeister Chorales,158,2012-01-12 12:23:44,0,4,4,-14198.183225593973
120917,Classical,data/fma_small/120/120917.mp3,"L'elisir d'amore, Una furtiva lagrima (Donizetti)",MIT Symphony Orchestra,An Opera Evening,251,2015-06-06 11:35:05,0,3,5,-13534.527801979533
55956,Classical,data/fma_small/055/055956.mp3,Winter Mvt 1 Allegro non molto,John Harrison with the Wichita State University Chamber Players,The Four Seasons (Vivaldi),208,2011-11-03 14:50:44,0,2,5,-11593.078588456383
79911,Classical,data/fma_small/079/079911.mp3,Ravel - Menuet Sur Le Nom De Haydn,Felipe Sarro,Ravel,107,2013-03-06 22:00:34,0,3,4,-12002.632177152303
48387,Classical,data/fma_small/048/048387.mp3,O Fortuna,MIT Concert Choir,Orff: Carmina Burana,148,2011-06-03 15:01:38,0,4,5,-14666.10113864746
28119,Classical,data/fma_small/028/028119.mp3,"Alkan, 3me Suite, Op 31, 23 Assez vite",Felipe Sarro,"Alkan 25 Preludes, Alleluia",100,2010-04-09 16:27:32,0,2,3,-10372.894253908838
10026,Classical,data/fma_small/010/010026.mp3,"Sonata No. 1 in F Minor, Op. 2 No. 1 - I. Allegro",Daniel Veesey,Beethoven's Sonata No. 1 In F Minor,322,2009-04-06 08:54:58,1,3,4,-10066.099661850967
47770,Classical,data/fma_small/047/047770.mp3,"Vincent Persichetti Piano Sonata No. 9, Mvt. II",Geoffrey Burleson,"Vincent Persichetti Piano Sonata No. 9, Mvt. II",110,2011-05-13 04:25:29,0,5,4,-13047.02196631321
143142,Classical,data/fma_small/143/143142.mp3,Childhood Memories,Julie Maxwell's Piano Music,Farther Than All The Stars,107,2016-09-14 19:15:39,0,3,3,-10490.002699043976
70463,Classical,data/fma_small/070/070463.mp3,Vivaldi - Credo: Crucifixus,Advent Chamber Orchestra,Selections from the December 2006 Concert,134,2012-09-27 16:55:49,0,4,4,-12156.81447808725
36470,Classical,data/fma_small/036/036470.mp3,Offertory - Terra Tremuit,The Tudor Consort,Giovanni Animuccia: Missa Victimae Paschali Laudes,141,2010-09-29 02:26:38,0,5,4,-9599.028650086435
66701,Classical,data/fma_small/066/066701.mp3,"DVORAK - Two Waltzes, Op. 54",Musicians from Marlboro,"Selections, Summer 2012",451,2012-06-20 13:10:43,0,4,3,-12499.968501012494
65675,Classical,data/fma_small/065/065675.mp3,Variatio 7 a 1 ovvero 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,132,2012-05-29 17:07:22,0,3,3,-11456.451598924257
18822,Classical,data/fma_small/018/018822.mp3,Improvisation,Our Song,vosotros presents: the lazy susan,349,2009-09-16 22:16:26,1,5,4,-9309.169029871817
48400,Classical,data/fma_small/048/048400.mp3,In taberna quando sumus,MIT Concert Choir,Orff: Carmina Burana,199,2011-06-03 15:01:51,0,4,4,-8272.59428984299
11750,Classical,data/fma_small/011/011750.mp3,Vivaldo's Spring from the Four Seasons-Allegro,Free Tim,Vivaldi's Spring from the Four Seasons,185,2009-04-30 11:24:54,1,5,4,-11607.96957910229
46642,Classical,data/fma_small/046/046642.mp3,Three Italian Songs (Caccini; Scarlatti; Tosti),Gardner Chamber Orchestra,"Selections, Spring 2011",549,2011-04-11 12:59:52,0,4,4,-10486.576076174117
113605,Classical,data/fma_small/113/113605.mp3,Black and White 12,Megatone,Black and White,200,2015-01-26 14:21:09,0,3,3,-9457.81314494555
48401,Classical,data/fma_small/048/048401.mp3,Amor volat undique,MIT Concert Choir,Orff: Carmina Burana,209,2011-06-03 15:01:52,0,5,4,-16068.05413989169
65781,Classical,data/fma_small/065/065781.mp3,If,Peter Rudenko,15 Etudes,218,2012-05-30 16:24:42,0,5,3,-10820.248238463504
82065,Classical,data/fma_small/082/082065.mp3,Prelude In D Minor,Linden Killam,Five Dollar Medicine,230,2013-04-05 12:01:44,0,5,5,-7004.9959114945295
136087,Classical,data/fma_small/136/136087.mp3,Unknown theme,Janneh,Piano in the living room,132,2016-04-27 12:36:39,0,3,4,-10087.315253610352
11431,Classical,data/fma_small/011/011431.mp3,"Sonata No. 13 in E Flat Major, Op. 27 No. 1 - III. Adagio con espressione",Daniel Veesey,Beethoven's Sonata No. 13 in E Flat Major,209,2009-04-23 12:42:35,0,2,3,-10815.297271738847
31242,Classical,data/fma_small/031/031242.mp3,"Bach, Cantata, BWV 29, Sinfonia, Siloti transcription",Felipe Sarro,Bach: Original works and transcriptions,244,2010-06-10 18:19:19,1,3,4,-10517.976180233936
65678,Classical,data/fma_small/065/065678.mp3,Variatio 4 a 1 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,68,2012-05-29 17:07:28,0,5,5,-10122.777936926772
17794,Classical,data/fma_small/017/017794.mp3,"Vaughan Williams: Selections from ""Songs of Travel""",Anton Belov,Live at the Gardner Museum's Tapestry Room,528,2009-08-06 12:24:05,1,3,5,-13307.194107020048
28103,Classical,data/fma_small/028/028103.mp3,"Alkan, 1ere Suite, Op 31, 7 Librement mais sans secousses",Felipe Sarro,"Alkan 25 Preludes, Alleluia",96,2010-04-09 15:59:39,1,4,4,-9899.88389088001
66779,Classical,data/fma_small/066/066779.mp3,PORPORA - “Alto Giove” from Polifemo,"Rebel Baroque Orchestra; Derek Lee Ragin, countertenor","Selections, Summer 2012",297,2012-06-22 14:52:59,0,5,4,-11796.284162325035
31246,Classical,data/fma_small/031/031246.mp3,"Bach, Flute Sonata 2, BWV 1031, Siciliano, Siloti transcription",Felipe Sarro,Bach: Original works and transcriptions,216,2010-06-10 18:31:39,0,3,5,-12438.793283870118
59056,Classical,data/fma_small/059/059056.mp3,BWV 1117: Alle Menschen müssen sterben,James Kibbie,Bach Organ Works: Neumeister Chorales,120,2012-01-12 12:23:46,0,5,4,-13460.325406942178
28120,Classical,data/fma_small/028/028120.mp3,"Alkan, 3me Suite, Op 31, 24 Etude de velocite, Prestissimo",Felipe Sarro,"Alkan 25 Preludes, Alleluia",221,2010-04-09 16:29:52,1,3,4,-10524.567329201618
41957,Classical,data/fma_small/041/041957.mp3,Messe à 3 voix (Antonio Lotti),Les Petits Chanteurs de Montigny,Compilation classique,127,2011-01-07 14:15:42,1,3,4,-9233.186185842733
140941,Classical,data/fma_small/140/140941.mp3,Seven,Dexter Britain,Creative Commons Vol. 7,106,2016-08-03 06:29:00,0,4,5,-9687.045976278656
70934,Classical,data/fma_small/070/070934.mp3,Winter Sun,Peter Rudenko,Incomplete,248,2012-10-13 13:06:35,0,3,4,-13242.07415268599
21530,Classical,data/fma_small/021/021530.mp3,Geese,Andrew Christopher Smith,"Wallace, for String Quartet",88,2009-11-30 08:38:48,0,5,5,-11793.061120269103
59024,Classical,data/fma_small/059/059024.mp3,BWV 769a: Canonic Variations - 5. Canto fermo in canone,James Kibbie,Bach Organ Works: Chorale Variations,169,2012-01-12 12:13:41,0,5,4,-13268.174867082274
59061,Classical,data/fma_small/059/059061.mp3,"BWV deest (Emans 53): Der Tag, der ist so freudenreich / Ein Kindelein so löbelich",James Kibbie,Bach Organ Works: Rudorff Chorales,134,2012-01-12 12:32:25,0,4,5,-13587.490928663492
17781,Classical,data/fma_small/017/017781.mp3,Kreisler: Miniature Viennese March,Eroica Trio,Live at the Gardner Museum's Tapestry Room,211,2009-08-06 10:37:05,0,3,4,-11092.232733402434
48388,Classical,data/fma_small/048/048388.mp3,Fortune planto vulnera,MIT Concert Choir,Orff: Carmina Burana,169,2011-06-03 15:01:39,1,5,5,-14417.578878998453
79909,Classical,data/fma_small/079/079909.mp3,Ravel - Ma mere l'oye - 5: Le Jardin Feerique,Felipe Sarro,Ravel,245,2013-03-06 22:00:32,0,5,4,-13738.131126868353
55952,Classical,data/fma_small/055/055952.mp3,Summer Mvt 3 Presto,John Harrison with the Wichita State University Chamber Players,The Four Seasons (Vivaldi),159,2011-11-03 14:50:41,0,5,4,-9948.164292406313
10037,Classical,data/fma_small/010/010037.mp3,III. Tuileries Allegretto non troppo capriccioso,Skidmore College Orchestra,Mussorgsky's Pictures at an Exhibition,63,2009-04-06 11:59:45,0,3,5,-15985.645997077123
41950,Classical,data/fma_small/041/041950.mp3,Ave Maria (Sylvain Zimmer),Les Petits Chanteurs de Montigny,Compilation classique,177,2011-01-07 14:15:36,1,2,4,-9560.844918691757
75894,Classical,data/fma_small/075/075894.mp3,Jellybeans,Jan Morgenstern,The Secret Number,66,2013-01-11 16:55:35,0,5,5,-9265.291034968428
65792,Classical,data/fma_small/065/065792.mp3,Snowing,Peter Rudenko,15 Etudes,142,2012-05-30 16:24:50,1,4,5,-10694.377593052346
59585,Classical,data/fma_small/059/059585.mp3,Búsqueda exploratoria #009 - Pandora.mp3,Circus Marcus,Búsquedas Exploratorias,208,2012-01-27 06:59:46,0,2,3,-9016.115438864474
148646,Classical,data/fma_small/148/148646.mp3,Machinamentum Interruptus,Gavin Gamboa,Modus Futurus Posterus Machina,148,2016-12-31 09:08:29,0,4,4,-10821.033541368626
