track_id,genre,filepath
29128,Pop,data/fma_small/029/029128.mp3
55430,Pop,data/fma_small/055/055430.mp3
88428,Pop,data/fma_small/088/088428.mp3
67330,Pop,data/fma_small/067/067330.mp3
127204,Pop,data/fma_small/127/127204.mp3
138041,Pop,data/fma_small/138/138041.mp3
13197,Pop,data/fma_small/013/013197.mp3
46839,Pop,data/fma_small/046/046839.mp3
86116,Pop,data/fma_small/086/086116.mp3
57435,Pop,data/fma_small/057/057435.mp3
64005,Pop,data/fma_small/064/064005.mp3
83509,Pop,data/fma_small/083/083509.mp3
52037,Pop,data/fma_small/052/052037.mp3
126400,Pop,data/fma_small/126/126400.mp3
37324,Pop,data/fma_small/037/037324.mp3
21587,Pop,data/fma_small/021/021587.mp3
94632,Pop,data/fma_small/094/094632.mp3
11722,Classical,data/fma_small/011/011722.mp3
145207,Classical,data/fma_small/145/145207.mp3
19333,Classical,data/fma_small/019/019333.mp3
58754,Classical,data/fma_small/058/058754.mp3
26469,Classical,data/fma_small/026/026469.mp3
148650,Classical,data/fma_small/148/148650.mp3
52737,Classical,data/fma_small/052/052737.mp3
65654,Classical,data/fma_small/065/065654.mp3
59053,Classical,data/fma_small/059/059053.mp3
120917,Classical,data/fma_small/120/120917.mp3
55956,Classical,data/fma_small/055/055956.mp3
79911,Classical,data/fma_small/079/079911.mp3
48387,Classical,data/fma_small/048/048387.mp3
28119,Classical,data/fma_small/028/028119.mp3
10026,Classical,data/fma_small/010/010026.mp3
47770,Classical,data/fma_small/047/047770.mp3
143142,Classical,data/fma_small/143/143142.mp3
70463,Classical,data/fma_small/070/070463.mp3
36470,Classical,data/fma_small/036/036470.mp3
66701,Classical,data/fma_small/066/066701.mp3
65675,Classical,data/fma_small/065/065675.mp3
18822,Classical,data/fma_small/018/018822.mp3
48400,Classical,data/fma_small/048/048400.mp3
11750,Classical,data/fma_small/011/011750.mp3
46642,Classical,data/fma_small/046/046642.mp3
113605,Classical,data/fma_small/113/113605.mp3
48401,Classical,data/fma_small/048/048401.mp3
65781,Classical,data/fma_small/065/065781.mp3
82065,Classical,data/fma_small/082/082065.mp3
136087,Classical,data/fma_small/136/136087.mp3
11431,Classical,data/fma_small/011/011431.mp3
31242,Classical,data/fma_small/031/031242.mp3
65678,Classical,data/fma_small/065/065678.mp3
17794,Classical,data/fma_small/017/017794.mp3
28103,Classical,data/fma_small/028/028103.mp3
66779,Classical,data/fma_small/066/066779.mp3
31246,Classical,data/fma_small/031/031246.mp3
59056,Classical,data/fma_small/059/059056.mp3
28120,Classical,data/fma_small/028/028120.mp3
41957,Classical,data/fma_small/041/041957.mp3
140941,Classical,data/fma_small/140/140941.mp3
70934,Classical,data/fma_small/070/070934.mp3
21530,Classical,data/fma_small/021/021530.mp3
59024,Classical,data/fma_small/059/059024.mp3
59061,Classical,data/fma_small/059/059061.mp3
17781,Classical,data/fma_small/017/017781.mp3
48388,Classical,data/fma_small/048/048388.mp3
79909,Classical,data/fma_small/079/079909.mp3
55952,Classical,data/fma_small/055/055952.mp3
10037,Classical,data/fma_small/010/010037.mp3
41950,Classical,data/fma_small/041/041950.mp3
75894,Classical,data/fma_small/075/075894.mp3
65792,Classical,data/fma_small/065/065792.mp3
59585,Classical,data/fma_small/059/059585.mp3
148646,Classical,data/fma_small/148/148646.mp3
11419,Classical,data/fma_small/011/011419.mp3
143137,Classical,data/fma_small/143/143137.mp3
37978,Classical,data/fma_small/037/037978.mp3
58877,Classical,data/fma_small/058/058877.mp3
107514,Classical,data/fma_small/107/107514.mp3
31236,Classical,data/fma_small/031/031236.mp3
75917,Classical,data/fma_small/075/075917.mp3
143143,Classical,data/fma_small/143/143143.mp3
11752,Classical,data/fma_small/011/011752.mp3
149707,Classical,data/fma_small/149/149707.mp3
91156,Classical,data/fma_small/091/091156.mp3
47771,Classical,data/fma_small/047/047771.mp3
41951,Classical,data/fma_small/041/041951.mp3
11397,Classical,data/fma_small/011/011397.mp3
79902,Classical,data/fma_small/079/079902.mp3
65669,Classical,data/fma_small/065/065669.mp3
65662,Classical,data/fma_small/065/065662.mp3
65664,Classical,data/fma_small/065/065664.mp3
75897,Classical,data/fma_small/075/075897.mp3
16985,Classical,data/fma_small/016/016985.mp3
65653,Classical,data/fma_small/065/065653.mp3
36461,Classical,data/fma_small/036/036461.mp3
149708,Classical,data/fma_small/149/149708.mp3
12922,Classical,data/fma_small/012/012922.mp3
148643,Classical,data/fma_small/148/148643.mp3
23152,Classical,data/fma_small/023/023152.mp3
37977,Classical,data/fma_small/037/037977.mp3
145566,Classical,data/fma_small/145/145566.mp3
23141,Classical,data/fma_small/023/023141.mp3
120923,Classical,data/fma_small/120/120923.mp3
75914,Classical,data/fma_small/075/075914.mp3
140946,Classical,data/fma_small/140/140946.mp3
11418,Classical,data/fma_small/011/011418.mp3
27946,Classical,data/fma_small/027/027946.mp3
107511,Classical,data/fma_small/107/107511.mp3
41954,Classical,data/fma_small/041/041954.mp3
125202,Classical,data/fma_small/125/125202.mp3
59044,Classical,data/fma_small/059/059044.mp3
58157,Classical,data/fma_small/058/058157.mp3
120913,Classical,data/fma_small/120/120913.mp3
75716,Classical,data/fma_small/075/075716.mp3
75704,Classical,data/fma_small/075/075704.mp3
34313,Classical,data/fma_small/034/034313.mp3
19332,Classical,data/fma_small/019/019332.mp3
48403,Classical,data/fma_small/048/048403.mp3
