track_id,genre,filepath,track_title,artist_name,album_title,duration_seconds,date_created,best_d,best_p,best_q,best_aic,sigma2,best_ar1_coeff,relative_sigma2
121591,Pop,data/fma_small/121/121591.mp3,Everybody Knows,Kurt Baker,"Live on WFMU's Three Chord Monte with Joe Belock: June 15, 2015",129,2015-06-18 15:43:26,0,1,3,-7560.691993678494,0.0001637441713038,0.6721355660643089,0.063528195
132793,Pop,data/fma_small/132/132793.mp3,Mount Rainier,Gardenella,self titled cassette,282,2016-02-22 15:03:03,0,1,3,-7930.833946321927,0.0001225155135701,0.9173940861700324,0.016344955
108457,Pop,data/fma_small/108/108457.mp3,Dear Pressure,Miracles of Modern Science,MEEMS,201,2014-08-23 10:20:14,0,4,5,-5869.670336519086,0.0005919471039107,2.029770951399519,0.04672817
84817,Pop,data/fma_small/084/084817.mp3,Wide Of The Mark,Robin Mitchell,netBloc Vol. 43: ANTIPETROMUSICABIOTIC,239,2013-05-24 06:26:24,1,3,4,-8213.636399977066,9.662182863754032e-05,0.5131667020649069,0.019878857
10806,Pop,data/fma_small/010/010806.mp3,Glowing Pavements,Lesbian Afternoon,Super Nude EP,143,2009-04-15 14:05:17,0,3,3,-5343.889518828629,0.0009129737078475,0.7179419721565311,0.1011303
59451,Pop,data/fma_small/059/059451.mp3,Sister,Phemale,A Grounded Mound/ Widespread Telepathy,300,2012-01-24 10:08:39,0,4,4,-8522.891118792772,7.604845872282928e-05,1.4400908563832668,0.052260764
11937,Pop,data/fma_small/011/011937.mp3,Wir können auch anders,DavidBowman,netBloc Vol. 21: opening your ears with jamendo,182,2009-05-01 06:58:28,1,2,5,-10079.510973043927,2.238144448790878e-05,1.5926826226391824,0.055783566
144940,Pop,data/fma_small/144/144940.mp3,(next time you coalesce) Come Over,Maxwell Powers,"Fridays, Volume 1",259,2016-10-11 12:27:22,0,2,4,-6474.054995867844,0.0003759935597906,1.6433315310634125,0.061734002
85422,Pop,data/fma_small/085/085422.mp3,Bicentennial Bridge,Orange Peels,"Live on WFMU's Three Chord Monte with Joe Belock - June 4, 2013",209,2013-06-06 14:20:40,0,3,5,-6918.7307954776425,0.0002470914911105,2.1005604434273417,0.07130875
104780,Pop,data/fma_small/104/104780.mp3,Your Body Is A Temple,Unthunk,Your Body Is A Temple,265,2014-05-04 20:02:05,0,5,4,-8211.124830860937,9.770559684950476e-05,1.8361030765060289,0.034730297
67363,Pop,data/fma_small/067/067363.mp3,Before The March,Directorsound,"A Fifty Gallon Drum of Savage Customs, Fresh Flesh and Random Pop",169,2012-07-05 04:59:39,0,1,3,-7395.697787482647,0.0001847760189437,0.5038560247767478,0.13453618
127183,Pop,data/fma_small/127/127183.mp3,Birds,Wintermitts,Oceans,248,2015-11-03 07:37:56,0,5,5,-7551.9779422741985,0.0001562791914898,1.5122189401301462,0.08644539
56249,Pop,data/fma_small/056/056249.mp3,Woman Alone,Jiony,Bad Panda #104,336,2011-11-11 09:49:35,0,4,3,-9081.787050001349,4.9596058867762435e-05,1.075054737587794,0.016979054
127278,Pop,data/fma_small/127/127278.mp3,Distant Lover,Myndra,Songs From Your Collarbone,174,2015-11-04 10:06:01,1,5,4,-6813.815216410639,0.0002858500949402,0.5103207737091859,0.06632881
57439,Pop,data/fma_small/057/057439.mp3,Patti's Town by Decade in Exile,Decade in Exile,Decade in Exile,260,2011-12-10 21:23:42,1,5,4,-7820.878899647943,0.0001115028304951,0.7302860275918911,0.02765958
32335,Pop,data/fma_small/032/032335.mp3,Legs on a Wine Glass,Plushgoolash,Chin09: Plushgoolash,134,2010-07-05 07:50:56,0,5,4,-9730.992495269998,2.9954007678737324e-05,1.4014895228669484,0.13575408
153956,Pop,data/fma_small/153/153956.mp3,Border Collie,We Is Shore Dedicated,Rainbo Donuts,298,2017-02-28 00:50:32,0,4,4,-8188.607788927704,9.969428496043536e-05,2.2847393020392732,0.02120941
61670,Pop,data/fma_small/061/061670.mp3,Japan Punk,Gosprom,netBloc Vol. 37: FIVE,201,2012-03-02 09:48:05,0,4,4,-9418.183501968491,3.759990838224831e-05,1.771031844127719,0.043189526
109975,Pop,data/fma_small/109/109975.mp3,City Silk,Phemale,City Silk,305,2014-10-20 00:42:18,0,4,5,-7503.86188302825,0.0001662499537309,1.139357153424862,0.041477736
149103,Pop,data/fma_small/149/149103.mp3,Explosions,Coco Morier,"Live at WFMU for Sophisticated Boom Boom with Sheila B, 7/22/2016",233,2017-01-06 19:48:39,0,2,3,-7057.279919231379,0.0002400056801108,0.91394162955311,0.04092399
109976,Pop,data/fma_small/109/109976.mp3,1/1/2013,Phemale,City Silk,139,2014-10-20 00:42:36,0,3,5,-6617.23909865733,0.0003362039639569,1.829550717606895,0.07694605
121590,Pop,data/fma_small/121/121590.mp3,Why You Gotta Lie,Kurt Baker,"Live on WFMU's Three Chord Monte with Joe Belock: June 15, 2015",153,2015-06-18 15:43:26,0,4,5,-7066.434501284644,0.0002576363832392,2.0217922205120025,0.07548052
27805,Pop,data/fma_small/027/027805.mp3,Both Eyes Closed (ft. Panu Moon),State Shirt,Secret Mixter Selections March 2010,295,2010-04-01 11:33:30,0,4,5,-9036.23687553886,5.062890105888892e-05,0.9675395994202104,0.021953369
51268,Pop,data/fma_small/051/051268.mp3,In The Sun,Lisbonne,a tribute to club tropicana vol. 2,156,2011-07-22 12:11:00,0,1,5,-10832.138081812438,1.27449587304692e-05,0.8197652966045011,0.052961625
45128,Pop,data/fma_small/045/045128.mp3,HHHHOTEL,Phemale,A SPIDER'S WEB,238,2011-03-09 18:54:53,0,1,5,-7523.359671222938,0.0001652239575851,0.9284496243398356,0.0718626
122804,Pop,data/fma_small/122/122804.mp3,smelliest,The Carnys,Stranger in the Ringer,121,2015-07-19 23:32:45,0,5,4,-6649.091208710287,0.0003290150781026,1.5049275877747332,0.09356375
30488,Pop,data/fma_small/030/030488.mp3,that face you wear,Amil Byleckie,Delirious,215,2010-05-22 08:50:44,0,4,3,-6285.87111051948,0.0004391695361241,0.9604007289788106,0.039001025
149102,Pop,data/fma_small/149/149102.mp3,Dreamer,Coco Morier,"Live at WFMU for Sophisticated Boom Boom with Sheila B, 7/22/2016",189,2017-01-06 19:48:38,1,4,4,-7170.43459566197,0.000217530968783,0.8994037830899887,0.06997372
124474,Pop,data/fma_small/124/124474.mp3,Funny Ways,Attic Ted,Hemogoblin,169,2015-09-04 16:14:11,0,3,3,-7474.474333851197,0.0001729820400105,0.5009616401815737,0.09870481
62750,Pop,data/fma_small/062/062750.mp3,Roller-skate,Jahzzar,Wake Up,233,2012-03-26 12:57:42,0,2,4,-5646.575465196787,0.0007153028742249,1.601991541358193,0.07325992
12376,Pop,data/fma_small/012/012376.mp3,"Good Morning, Bubblegum",The Harvey Girls,netBloc Vol. 16: Sweet Sixteen,237,2009-05-07 05:30:23,0,3,5,-8806.199533710253,5.77934586027466e-05,2.377599656618586,0.0680725
153383,Pop,data/fma_small/153/153383.mp3,La Samba (en public),Trotski Nautique,Steppe By Steppe,156,2017-02-23 08:59:24,0,3,5,-5712.4211270882015,0.0006876369387881,1.621185324864668,0.12403763
41381,Pop,data/fma_small/041/041381.mp3,CREEPEOPLE,Phemale,To the Rhythm of Life's Beat,246,2010-12-24 17:30:27,0,5,5,-9232.751258240052,4.332920500680679e-05,1.0101530688164753,0.016079603
148289,Pop,data/fma_small/148/148289.mp3,Luka Fisher,LoveyDove,"Live at WFMU on 100% Whatever with Mary Wing, 11/20/2016",172,2016-12-23 18:37:47,0,2,5,-8336.343671431358,8.799650691972125e-05,1.5189248176279506,0.061344095
67357,Pop,data/fma_small/067/067357.mp3,50 Gallon Drum,Pompey,"A Fifty Gallon Drum of Savage Customs, Fresh Flesh and Random Pop",251,2012-07-05 04:59:34,0,2,3,-6552.475805130387,0.0003580419676184,0.742323212510064,0.09521313
61736,Pop,data/fma_small/061/061736.mp3,Margaritaville,Soft Serve,"Good Mood, Bad Mood",155,2012-03-05 04:00:12,0,3,4,-9542.972852521352,3.4464176789523376e-05,1.861958369769303,0.03485586
52039,Pop,data/fma_small/052/052039.mp3,Sea Woof,Poland,Sea Woof,172,2011-08-04 13:58:10,0,5,5,-8616.07076584173,7.029253826458005e-05,2.2022364034574333,0.030009912
46842,Pop,data/fma_small/046/046842.mp3,I Can't Without You,Monk Turner,Love Story,190,2011-04-16 00:38:11,0,3,5,-7626.00830766867,0.0001521237127186,2.2002263141194804,0.050950233
132778,Pop,data/fma_small/132/132778.mp3,Stuff,Gardenella,self titled cassette,181,2016-02-22 14:58:29,0,5,4,-8225.417666580286,8.171329153512259e-05,1.1045928077008638,0.03260893
67362,Pop,data/fma_small/067/067362.mp3,Compy,Design A Wave,"A Fifty Gallon Drum of Savage Customs, Fresh Flesh and Random Pop",316,2012-07-05 04:59:38,0,3,5,-7464.589004361651,0.0001706140317155,2.01300139157726,0.12055729
21401,Pop,data/fma_small/021/021401.mp3,Did The Red Sea Part?,Ghost Bees,Spring,185,2009-11-28 16:22:48,0,3,3,-8924.624919624759,5.6870479768807536e-05,0.9038278183311836,0.015256469
47895,Pop,data/fma_small/047/047895.mp3,Malta,Superhumanoids,Parasite Paradise,165,2011-05-17 15:33:58,0,5,4,-7376.369812108373,0.0001871133240074,1.0824498535997806,0.11529623
85426,Pop,data/fma_small/085/085426.mp3,Watch Her Fly,Orange Peels,"Live on WFMU's Three Chord Monte with Joe Belock - June 4, 2013",189,2013-06-06 14:20:44,0,4,5,-6754.0381608607695,0.0002990770840973,1.8465433982524977,0.10863797
55289,Pop,data/fma_small/055/055289.mp3,H.E.A.T,The Kyoto Connection,No Headphones Required,295,2011-10-25 14:22:45,1,2,4,-8140.603726920211,0.0001020556720015,0.5270582082291676,0.016444914
132794,Pop,data/fma_small/132/132794.mp3,Youre so lonely,Gardenella,self titled cassette,214,2016-02-22 15:09:49,0,1,3,-8222.275087672562,9.765692554970918e-05,0.8535784274818421,0.03203349
70878,Pop,data/fma_small/070/070878.mp3,otter people,owlface,and still the ground is frozen,414,2012-10-11 04:36:45,0,5,5,-10682.104623881094,1.4216738069453035e-05,1.8241893444827313,0.0071074925
148606,Pop,data/fma_small/148/148606.mp3,My Deviance,Red Crickets,II,251,2016-12-31 07:16:27,0,3,5,-5932.926696409719,0.0005703025645415,1.7313461302957929,0.083431154
86119,Pop,data/fma_small/086/086119.mp3,And Now We Stand Against The Wall (Instrumental),Garmisch,And Now We Stand Against The Wall,426,2013-06-24 14:59:58,0,1,5,-6352.950249850464,0.0004141142275804,0.5898705644663139,0.06450198
29128,Pop,data/fma_small/029/029128.mp3,gymnosperm,Jim Morisson mon cul,jim morrison mon cul,124,2010-05-01 04:10:54,0,3,4,-5212.173438745342,0.0009714502212634,2.1254112971123345,0.034832906
55430,Pop,data/fma_small/055/055430.mp3,Groover,Bird Names,"Live at WFMU on Liz Berg's Show on October 3, 2011",183,2011-10-26 15:56:37,0,5,5,-8956.727731028028,5.375102254600356e-05,2.6123386248124474,0.055207074
88428,Pop,data/fma_small/088/088428.mp3,"Hey, Predator Drone",Human Resources,Oxyc Woody II,258,2013-08-08 17:40:47,0,5,5,-7788.930188885319,0.0001348546064059,1.67861278513811,0.055345114
67330,Pop,data/fma_small/067/067330.mp3,Rutherford,Drama for Yamaha,Archipelago,209,2012-07-05 02:21:57,0,3,4,-6826.12756394397,0.0002801279515545,1.5874528551493927,0.047528848
127204,Pop,data/fma_small/127/127204.mp3,Chop Chop,Shwa Losben,Get to Know Shwa,175,2015-11-03 10:20:19,0,5,5,-7622.08300562331,0.0001514751372537,1.90413858284674,0.07465203
138041,Pop,data/fma_small/138/138041.mp3,Lydia,Massage,Lydia EP,207,2016-05-27 09:14:37,0,3,4,-6415.438913880772,0.0003474255255256,1.3909319453660511,0.10468631
13197,Pop,data/fma_small/013/013197.mp3,Different Day,First,netBloc Vol. 11: The Raw and the Cooked,298,2009-05-19 08:54:33,1,3,3,-10593.43787801398,1.547057225919816e-05,-0.3652319291296487,0.007844563
46839,Pop,data/fma_small/046/046839.mp3,"Get up, Do Your Thing",Monk Turner,Love Story,219,2011-04-16 00:38:06,1,3,4,-7190.012086803102,0.0002143831193181,0.8210445327695467,0.055907704
86116,Pop,data/fma_small/086/086116.mp3,And Now We Stand Against The Wall,Garmisch,And Now We Stand Against The Wall,426,2013-06-24 14:59:55,0,1,5,-6525.807682705278,0.0003619808633826,0.5973182941267868,0.060440656
57435,Pop,data/fma_small/057/057435.mp3,Way Beyond the Logic of Odds by Decade in Exile,Decade in Exile,Decade in Exile,319,2011-12-11 02:09:08,1,4,5,-7886.433202777014,0.0001231347615639,0.6253560192747102,0.025596097
64005,Pop,data/fma_small/064/064005.mp3,Giraffes,Gosprom,My Giraffes,224,2012-04-25 11:49:10,0,4,3,-7374.307469584694,0.0001872364559977,0.9669541989351028,0.033865165
83509,Pop,data/fma_small/083/083509.mp3,When The Sea Called Me Home,Julia Holter,"Live on WFMU's Dark Night of the Soul with Julie - April 25, 2013",145,2013-04-25 15:28:41,0,5,4,-7421.431135464862,0.0001791617553572,2.0327977838496523,0.0172671
52037,Pop,data/fma_small/052/052037.mp3,Alesser Whale,Poland,Sea Woof,62,2011-08-04 13:58:08,0,4,4,-6512.424537535527,0.0003227549180549,2.053347880230012,0.03624173
126400,Pop,data/fma_small/126/126400.mp3,Terminally in Love With You,Shy Kids,Lofty !,242,2015-10-16 11:55:29,0,3,4,-8138.7306180974465,0.0001037501098084,1.628652531817801,0.021174919
37324,Pop,data/fma_small/037/037324.mp3,Synecek (Little Son),Zuby Nehty,"Live on WFMU's Inner Ear Detour, Oct 1st 2010",155,2010-10-08 08:46:54,0,5,4,-6849.898366417879,0.0002791180075583,1.618157084258236,0.1333225
21587,Pop,data/fma_small/021/021587.mp3,Polka Of Wrath,Santosh,The Book Of Moron,137,2009-11-30 17:04:36,0,2,3,-6853.5279744231575,0.0002838573863779,1.058275348323765,0.0979167
94632,Pop,data/fma_small/094/094632.mp3,"Fêtes, rites et cérémonies : Ramadan Party",Mike Morton,Indonesia Travel Tour Guide,104,2013-11-24 07:30:57,0,3,5,-8760.610217405141,6.296340925325944e-05,2.395613851953227,0.038502354
11722,Classical,data/fma_small/011/011722.mp3,"Beethoven - Piano Sonata nr.15 in D major op.28 ""Pastoral"" - IV. Rondo. Allegro ma non troppo",Karine Gilanyan,Beethoven's Sonata No. 15 in D Major,297,2009-04-30 08:58:51,1,5,5,-9569.204715703994,3.613115534938296e-05,1.4787201427075494,0.011902461
145207,Classical,data/fma_small/145/145207.mp3,2 - Andante,Philadelphia String Quartet,Becerra-Schmidt: Cuarto Cuarteto Para Cuerdas,272,2016-10-19 17:47:04,1,4,3,-13655.077875607634,1.4051052983651962e-06,-0.0202834408064644,0.0056513604
19333,Classical,data/fma_small/019/019333.mp3,Veloma,Fabrizio Paterlini,Viandanze (EP),176,2009-10-01 01:56:39,0,3,5,-11329.434796000574,8.501226658503126e-06,0.7959840552314088,0.019925846
58754,Classical,data/fma_small/058/058754.mp3,BWV 538: Toccata and Fugue in D Minor - 1. Toccata,James Kibbie,"Bach Organ Works: Fantasias and Fugues, Toccatas and Fugues",301,2012-01-11 15:54:34,0,3,5,-12519.11834656858,3.4147466285175408e-06,1.7670225779030375,0.0073658233
26469,Classical,data/fma_small/026/026469.mp3,Méditation from Thaïs,"Nicola Benedetti, violin; Julien Quentin, piano","Nicola Benedetti & Julien Quentin: Music from the Isabella Stewart Gardner Museum, Boston",316,2010-03-01 13:23:30,0,2,5,-13822.433164080316,1.2273926512825636e-06,1.4735371424853152,0.012749348
148650,Classical,data/fma_small/148/148650.mp3,Duplex iii,Gavin Gamboa,Modus Futurus Posterus Machina,355,2016-12-31 09:08:34,1,2,4,-10595.373499518628,1.5149868797713512e-05,0.6571640809965404,0.007483096
52737,Classical,data/fma_small/052/052737.mp3,"Language, as a music: II. Argument",Benjamin Boretz,"Language, as a music: II. Argument",407,2011-08-19 15:13:04,1,5,5,-11642.520473138644,6.703681735356988e-06,0.7276073443432209,0.0037937302
65654,Classical,data/fma_small/065/065654.mp3,Variatio 28 a 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,146,2012-05-29 17:07:02,0,5,5,-10114.70919556874,2.190282941767108e-05,1.6294789378649757,0.040766742
59053,Classical,data/fma_small/059/059053.mp3,"BWV 1114: Herr Jesu Christ, du höchstes Gut",James Kibbie,Bach Organ Works: Neumeister Chorales,158,2012-01-12 12:23:44,0,4,4,-14198.183225593972,9.27064145181028e-07,1.7692820763002508,0.01319812
120917,Classical,data/fma_small/120/120917.mp3,"L'elisir d'amore, Una furtiva lagrima (Donizetti)",MIT Symphony Orchestra,An Opera Evening,251,2015-06-06 11:35:05,0,3,5,-13534.527801979531,1.5576644319664834e-06,2.1383469114977407,0.0139202755
55956,Classical,data/fma_small/055/055956.mp3,Winter Mvt 1 Allegro non molto,John Harrison with the Wichita State University Chamber Players,The Four Seasons (Vivaldi),208,2011-11-03 14:50:44,0,2,5,-11593.078588456385,7.0002287716911685e-06,1.544073420497838,0.010986305
79911,Classical,data/fma_small/079/079911.mp3,Ravel - Menuet Sur Le Nom De Haydn,Felipe Sarro,Ravel,107,2013-03-06 22:00:34,0,3,4,-12002.632177152303,5.1135110004661946e-06,2.0753627884090435,0.011622651
48387,Classical,data/fma_small/048/048387.mp3,O Fortuna,MIT Concert Choir,Orff: Carmina Burana,148,2011-06-03 15:01:38,0,4,5,-14666.10113864746,6.4218257397224e-07,1.192900342141498,0.045686312
28119,Classical,data/fma_small/028/028119.mp3,"Alkan, 3me Suite, Op 31, 23 Assez vite",Felipe Sarro,"Alkan 25 Preludes, Alleluia",100,2010-04-09 16:27:32,0,2,3,-10372.894253908838,1.834379996847783e-05,0.9787894764137686,0.026875379
10026,Classical,data/fma_small/010/010026.mp3,"Sonata No. 1 in F Minor, Op. 2 No. 1 - I. Allegro",Daniel Veesey,Beethoven's Sonata No. 1 In F Minor,322,2009-04-06 08:54:58,1,3,4,-10066.099661850967,2.2838309100442084e-05,1.1221866400221114,0.012070135
47770,Classical,data/fma_small/047/047770.mp3,"Vincent Persichetti Piano Sonata No. 9, Mvt. II",Geoffrey Burleson,"Vincent Persichetti Piano Sonata No. 9, Mvt. II",110,2011-05-13 04:25:29,0,5,4,-13047.02196631321,2.242146226460126e-06,1.2316928420939752,0.01673103
143142,Classical,data/fma_small/143/143142.mp3,Childhood Memories,Julie Maxwell's Piano Music,Farther Than All The Stars,107,2016-09-14 19:15:39,0,3,3,-10490.002699043976,1.68439888391114e-05,1.1222492751554491,0.032753196
70463,Classical,data/fma_small/070/070463.mp3,Vivaldi - Credo: Crucifixus,Advent Chamber Orchestra,Selections from the December 2006 Concert,134,2012-09-27 16:55:49,0,4,4,-12156.81447808725,4.570160099850734e-06,1.559975507996969,0.022047019
36470,Classical,data/fma_small/036/036470.mp3,Offertory - Terra Tremuit,The Tudor Consort,Giovanni Animuccia: Missa Victimae Paschali Laudes,141,2010-09-29 02:26:38,0,5,4,-9599.028650086437,2.713102289624845e-05,1.6349322756254914,0.021258425
66701,Classical,data/fma_small/066/066701.mp3,"DVORAK - Two Waltzes, Op. 54",Musicians from Marlboro,"Selections, Summer 2012",451,2012-06-20 13:10:43,0,4,3,-12499.968501012494,3.4726718412522744e-06,1.1103846043447636,0.014479846
65675,Classical,data/fma_small/065/065675.mp3,Variatio 7 a 1 ovvero 2 Clav.,Kimiko Ishizaka,The Open Goldberg Variations,132,2012-05-29 17:07:22,0,3,3,-11456.451598924255,7.853741855326751e-06,0.9658765233590908,0.021284701
18822,Classical,data/fma_small/018/018822.mp3,Improvisation,Our Song,vosotros presents: the lazy susan,349,2009-09-16 22:16:26,1,5,4,-9309.169029871817,4.1504925635662954e-05,0.8291078725947725,0.017282147
48400,Classical,data/fma_small/048/048400.mp3,In taberna quando sumus,MIT Concert Choir,Orff: Carmina Burana,199,2011-06-03 15:01:51,0,4,4,-8272.59428984299,9.336543168835895e-05,1.5270206871443004,0.04132863
